GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeColumn,32,41,0,0,10,11,5,8,5,8
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeFeatureColumn,37,36,0,0,12,9,6,7,6,7
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,IOptColumnMappingBuilder,14,0,0,0,1,0,1,0,1,0
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeFeatureColumn.Stable,27,238,0,0,4,35,2,9,2,9
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MetadataProperty,8,559,2,2,3,55,4,4,2,4
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeColumn.Stable,51,256,0,0,10,32,4,7,4,7
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MZTabColumn,258,179,48,10,33,47,34,15,7,12
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeEvidenceColumn,32,41,0,0,10,11,5,8,5,8
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SplitList,42,6,4,0,10,3,5,1,3,1
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MZTabColumnFactory,166,279,8,16,16,64,10,21,3,16
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,OptColumnMappingBuilder,0,9,0,0,0,2,0,2,0,2
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,OptColumnMappingBuilder.GlobalOptColumnMappingBuilder,5,47,1,3,1,12,1,5,0,4
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MetadataElement,5,347,1,1,3,39,1,5,0,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,OptColumnMappingBuilder.NameParamOptColumnMappingBuilder,5,57,4,12,1,16,4,6,0,2
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MZTabUtils,583,609,56,57,157,161,54,34,14,17
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,OptColumnMappingBuilder.IndexedElementOptColumnMappingBuilder,10,55,2,4,2,15,2,5,0,4
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,AbundanceColumn.Field,0,60,0,0,0,10,0,3,0,3
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,AbundanceColumn,91,102,13,9,16,18,11,4,1,3
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,MZBoolean,67,0,5,0,19,0,8,0,5,0
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,Section,4,543,3,112,2,118,3,79,0,13
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,ParameterOptionColumn,26,39,0,2,3,4,1,2,1,1
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,OptionColumn,18,46,1,3,3,7,2,3,1,2
jmztabm-io,uk.ac.ebi.pride.jmztab2.model,SmallMoleculeEvidenceColumn.Stable,27,335,0,0,4,43,2,9,2,9
jmztabm-io,de.isas.mztab2.io,MzTabValidatingWriter.WriteAndParseValidator,26,69,3,3,4,19,3,3,0,3
jmztabm-io,de.isas.mztab2.io,MzTabNonValidatingWriter,30,159,0,2,11,47,1,10,1,9
jmztabm-io,de.isas.mztab2.io,MzTabFileParser,525,738,34,82,73,202,32,45,3,13
jmztabm-io,de.isas.mztab2.io,MzTabWriterDefaults,44,688,0,0,2,232,4,27,4,27
jmztabm-io,de.isas.mztab2.io,MzTabValidatingWriter,54,74,6,4,11,17,8,5,3,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SMFLineParser,69,271,13,28,8,67,11,18,0,4
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,MZTabLineParser,29,61,3,3,3,13,3,2,0,2
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SFHLineParser,85,250,3,21,7,42,4,14,1,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,MTDLineParser,1129,1913,77,159,80,433,75,122,1,52
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SMLLineParser,113,409,15,37,12,99,13,24,0,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SMELineParser,33,286,10,28,5,61,8,22,0,3
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,COMLineParser,2,30,1,1,0,6,1,3,0,3
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,MZTabHeaderLineParser,521,263,51,23,70,70,35,16,1,13
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SMHLineParser,94,298,4,22,7,45,5,14,1,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,SEHLineParser,57,275,2,20,5,50,2,16,0,7
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,MZTabParserContext,1988,1411,311,137,266,374,251,77,43,61
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,PositionMapping,21,82,0,6,5,19,5,8,5,5
jmztabm-io,uk.ac.ebi.pride.jmztab2.utils.parser,MZTabDataLineParser,1077,356,90,58,158,92,97,32,35,20
jmztabm-io,de.isas.mztab2.io.validators,SmallMoleculeIdConfidenceMeasureValidator,2,35,2,2,1,5,2,2,0,2
jmztabm-io,de.isas.mztab2.io.validators,DatabaseValidator,0,190,3,17,0,25,3,9,0,2
jmztabm-io,de.isas.mztab2.io.validators,MzTabIdValidator,0,36,1,3,0,6,1,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,SmallMoleculeFeatureQuantificationUnitValidator,0,33,0,2,0,4,0,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,AssayValidator,0,88,1,7,0,12,1,5,0,2
jmztabm-io,de.isas.mztab2.io.validators,QuantificationMethodValidator,0,27,0,2,0,5,0,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,SmallMoleculeQuantificationUnitValidator,0,33,0,2,0,4,0,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,MsRunValidator,0,95,0,8,0,13,0,6,0,2
jmztabm-io,de.isas.mztab2.io.validators,SoftwareValidator,0,36,1,3,0,6,1,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,CvValidator,0,190,1,21,0,20,1,12,0,2
jmztabm-io,de.isas.mztab2.io.validators,MetadataValidator,2,0,0,0,1,0,1,0,1,0
jmztabm-io,de.isas.mztab2.io.validators,MzTabVersionValidator,0,36,1,3,0,6,1,3,0,2
jmztabm-io,de.isas.mztab2.io.validators,StudyVariableValidator,26,211,3,23,1,30,3,12,0,2
